"DISCOUNT_ID","DISCOUNT_CODE","DESCRIPTION","TAG","DISCOUNT_START_DATE","DISCOUNT_END_DATE","needsOffers?","CNT"
"42258","BR01SH24SU","$119.99 CONTV/4Pay/STB/CHSIULT/CHL AUTO 12mo w/2yr SA","","30-Apr-20","29-Jun-20",,"0","false"
"42243","BR01SX24NU","$109.99 CONTV/4Pay/CHSIULT/CDTPMR for 12mo","","30-Apr-20","29-Jun-20",,"0","false"
"42241","BR01SX24NU","$119.99 CONTV/4PAY/STB/CHSIULT/CDTPMR for 12 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42239","BR01SX24SU","$99.99 CONTV/4PAY/CHSIULT/CDTPMR for 12 mo w/2yr SA","","30-Apr-20","29-Jun-20",,"0","false"
"42238","BR01SX24SU","$109.99 CONTV/4PAY/STB/CHSIULT/CDTPMR for 12 mo. w/2yr SA","","30-Apr-20","29-Jun-20",,"0","false"
"42236","BR0BHU24NU","$109.99 CONTV, CHSIULT and CHLAUTO for 12 mo.  ","","30-Apr-20","29-Jun-20",,"0","false"
"42237","BR0BHU24NU","$119.99 CONTV, STB, CHSIULT and CHLAUTO for 12 mo. ","","30-Apr-20","29-Jun-20",,"0","false"
"42240","BR0BHU24SU","$99.99 CONTV, CHSIULT and CHLAUTO for 12 mo. w/2yr SA","","30-Apr-20","29-Jun-20",,"0","false"
"42242","BR0BHU24SU","$109.99 CONTV, STB, CHSIULT and CHLAUTO for 12 mo. w/2yr SA","","30-Apr-20","29-Jun-20",,"0","false"
"42210","CHH01BH336","$119.99 CONTV/STB/CHSIP150/MODEM/CHLAUTO for 36 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42208","CHH01BX36","$119.99 CONTV/STB/CHSIP150/PANO/CDTPMR for 36 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42211","CHH01DE36","$39.99 Essential Data and Pano Modem for 36 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42213","CHH01GH336","$159.99 Ultimate TV/STB/CHSIULT/Pano/CHLAUTO for 36 mo","","30-Apr-20","29-Jun-20",,"0","false"
"42214","CHH01GX36","$159.99 Ult TV/STB, CHSIULT/PANO and CDTPMR for 36 Mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42217","CHH01SH336","$139.99 CONTV/4Pay/STB/CHSIULT/Pano/CHL AUTO 36mo","","30-Apr-20","29-Jun-20",,"0","false"
"42218","CHH01SX36","$139.99 CONTV/4PAYS/STB/CHSIULT/PANO/CDTPMR for 36 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42220","CHH01VB36","$114.99 CONTV, STB, MODEM, CHSIP150 for 36 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42221","CHH01VG36","$154.99 CONTUL3, Receiver, CHSIULT, Pano Modem for 36 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42212","CHH01VS36","$134.99 CONTV, 4 Pay, STB, Pano Modem & CHSIULT for 36 mo","","30-Apr-20","29-Jun-20",,"0","false"
"42209","CHH01XH36","$59.99 Essential Data, Pano Modem and CHL Auto for 36 mo.","","30-Apr-20","30-Jun-20",,"0","false"
"42206","CR201D1P24","$39.99 P150, $54.99 Ult or $69.99 1Gig data for 24 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42205","CR201DO24","$49.99 P150, $59.99 Ult or $69.99 1Gig data for 24 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42203","CR201DP24","$49.99 Preferred 150 or $69.99 Ultimate Internet for 24 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42202","CR201DU24","$59.99 Ultimate or $64.99 Gigablast Internet for 24 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42200","CR201DU36","Back Pocket -$44.99 CHSIP150 or $54.99 CHSIULT Data for 24mo","","30-Apr-20","29-Jun-20",,"0","false"
"42198","CR201DX12","$49.99 P150, $59.99 Ult or $69.99 1Gig data for 12 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42234","SR01GH24NU","$149.99 Ultimate TV/STB/CHSIULT/CHL Auto for 12mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42235","SR01GH24NU","$139.99 Ultimate TV, CHSIULT and CHL Auto for 12 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42233","SR01GH24SU","$129.99 Ultimate TV, CHSIULT and CHL Auto for 12 mo w/2yr SA","","30-Apr-20","29-Jun-20",,"0","false"
"42232","SR01GH24SU","$139.99 Ultimate TV/STB/CHSIULT/CHL Auto for 12mo w/2yr SA","","30-Apr-20","29-Jun-20",,"0","false"
"42230","SR01GX24NU","$139.99 Ultimate TV, STB, CHSIULT & CDTPMR for 12mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42231","SR01GX24NU","$129.99 Ultimate TV, CHSIULT & CDTPMR for 12 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42228","SR01GX24SU","$129.99 Ultimate TV, STB, CHSIULT & CDTPMR for 12mo w/2yr SA","","30-Apr-20","29-Jun-20",,"0","false"
"42229","SR01GX24SU","$119.99 Ultimate TV, CHSIULT & CDTPMR for 12 mo w/2yr SA","","30-Apr-20","29-Jun-20",,"0","false"
"42194","TR201DS12","$49.99 CHSIESS/$70.99 CHSIP100/$88.99 CHSIULT for 12 mo.","","30-Apr-20","29-Jun-20",,"0","false"
"42357","RKCAB10012","$100 Off CTV Ult + CHSI Preferred 150 min for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42332","RKCAB6512","$65 Off CONTV + CHSI Preferred 150 for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42333","RKCAB7012","$70 Off CONTV + CHSI Preferred 150 for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42356","RKCAB9512","$95 Off CTV Ult + CHSI Pref150 min for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42334","RKCAG75121","$75 Off CONTV + CHSI Ult500 or Gig for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42335","RKCAG80121","$80 Off CONTV + CHSI Ult500 or Gig for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42327","RKCAX5012","$50 Off CONTV + CHSI Starter 10 for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42328","RKCAX5512","$55 Off CONTV + CHSI Str10 or Ess30 for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42329","RKCAX6012","$60 Off CONTV + CHSI Essential 30 for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42353","RKCAX8012","$80 Off CTV Ult + CHSI Starter 10 for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42354","RKCAX8512","$85 Off CTV Ult + CHSI Str10 or Ess30 for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42355","RKCAX9012","$90 Off CTV Ult + CHSI Essential 30 min for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42360","RKCBB11012","$110 Off CTV Ult + CHSI Preferred 150 + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42341","RKCBB80122","$80 Off CONTV + CHSI Pf150 min + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42361","RKCBG12012","$120 Off CTV Ult + CHSI Ult500 or Gig + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42351","RKCBG8512","$85 Off CONTV + CHSI Ult500 or Gig  + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42352","RKCBG9012","$90 Off CONTV + CHSI Ult500 or Gig  + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42311","RKCCA3512","$35 Off 1P Contour TV or above for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42312","RKCCA3712","$37.50 Off 1P Contour TV or above for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42313","RKCCU6512","$65 Off 1P Contour TV Ultimate for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42314","RKCCU7012","$70 Off 1P Contour TV Ultimate for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42367","RKCDE2024","$20 Off 1P D CHSI Ess 30, Pref 150, Ult, or Gig for 24 mos","","01-May-20","31-Dec-21",,"0","false"
"42348","RKCDE2524","$25 Off 1P D CHSI Ess 30, Pref 150, Ult, or Gig for 24 mos","","01-May-20","31-Dec-21",,"0","false"
"42309","RKCDE2712","$27.50 Off Essential 30 Internet for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42319","RKCDE30121","$30 Off Essential 30 Internet for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42349","RKCDF3024","$30 Off 1P D CHSI Pref 150, Ult, or Gig for 24 mos","","01-May-20","31-Dec-21",,"0","false"
"42308","RKCDS2012","$20 Off Starter 10 Internet for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42325","RKCEU8012","$80 Off 2P Contour TV Ultimate + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42326","RKCEU8512","$85 Off 2P Contour TV Ultimate + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42317","RKCFE3212","$32.50 Off CHSI Ess30 min + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42320","RKCFE3512","$35 Off CHSI Ess30 min + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42321","RKCFF4012","$40 Off CHSI Pref150 min + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42322","RKCFF4512","$45 Off CHSI Pref150 min + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42315","RKCFS2712","$27.50 Off CHSI Str10 + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42316","RKCFS3012","$30 Off CHSI Starter 10 + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42323","RKCFU5012","$50 Off CHSI Ult 500 min + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42324","RKCFU5512","$55 Off CHSI Ult 500 min + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42358","RKCG105121","$105 Off CTV Ult + CHSI Ult500 or Gig for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42359","RKCG110121","$110 Off CTV Ult + CHSI Ult500 or Gig for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42362","RKCG125121","$125 Off CTV Ult + CHSI Ult500 or Gig + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42365","RKCGX10012","$100 Off CTV Ult + CHSI Essential 30 + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42366","RKCGX10512","$105 Off CTV Ult + CHSI Ess30 or Pf150 + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42337","RKCGX6012","$60 Off CONTV + CHSI Str10 + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42338","RKCGX6512","$65 Off CONTV + CHSI Str10 + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42339","RKCGX7012","$70 Off CONTV + CHSI Ess30 + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42340","RKCGX7512","$75 Off CONTV + CHSI Ess30 min + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42363","RKCGX9012","$90 Off CTV Ult + CHSI Starter 10 + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42364","RKCGX9512","$95 Off CTV Ult + CHSI Starter 10 + CDTPMR for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42350","RKMDE0224","$2.50 Off 1P D CHSI Ess 30, Pref 150, Ult, or Gig for 24 mos","","01-May-20","31-Dec-21",,"0","false"
"42342","RKMDE0524","$5 Off 1P D CHSI Ess 30, Pref 150, Ult, or Gig for 24 mos","","01-May-20","31-Dec-21",,"0","false"
"42343","RKMDE0724","$7.50 Off 1P D CHSI Ess 30, Pref 150, Ult, or Gig for 24 mos","","01-May-20","31-Dec-21",,"0","false"
"42344","RKMDE1024","$10 Off 1P D Ess 30, Pref 150, Ult, or Gig Data for 24 mos","","01-May-20","31-Dec-21",,"0","false"
"42345","RKMDE1224","$12.50 Off 1P D CHSI Ess 30, Prf 150, Ult, or Gig for 24 mos","","01-May-20","31-Dec-21",,"0","false"
"42346","RKMDE1524","$15 Off 1P D CHSI Ess 30, Pref 150, Ult, or Gig for 24 mos","","01-May-20","31-Dec-21",,"0","false"
"42347","RKMDE1724","$17.50 Off 1P D CHSI Ess 30, Prf 150, Ult, or Gig for 24 mos","","01-May-20","31-Dec-21",,"0","false"
"42307","RKMDS1712","$17.50 Off Starter 10 Internet for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"42310","RKMTM1212","$12.50 Off 1P CDT Premier for 12 mos","","01-May-20","31-Dec-21",,"0","false"
"9957","RXCBX4024","$40 Off Ess TV and Ess CHSI min for 24 mos w/2Yr S/A","","03-May-20","10-May-20",,"0","false"
"42219","RPRCA0124","$1.50 Off Contour 2 Receiver rental for 24 months","","14-May-20","31-Dec-25",,"0","false"
"42215","RPRDE00244","Free Up-tier Str/Str 10 to Ess 30 x 24m w/2Yr $240 ETF S/A","","14-May-20","31-Dec-20",,"0","false"
"42216","RPRDP00247","Free Up-tier Ess/Ess 30 to Pref150 x 24m w/2Yr $240 ETF S/A","","14-May-20","31-Dec-20",,"0","false"
"42223","RPRDQ0024","Free New/Existing WiFi or Pano modem rent 24 mos","","14-May-20","31-Dec-25",,"0","false"
"42224","RPRDQ0324","$3 Off New/Existing WiFi or Pano modem rent 24 mos","","14-May-20","31-Dec-25",,"0","false"
"42226","RPRDU00247","Free Up-tier Pf50 or 150 to Ult 500 x 24m w/2Yr $240 ETF S/A","","14-May-20","31-Dec-20",,"0","false"
"42225","RPRDU00248","Free Up-tier Premier to Ultimate x 24m w/2Yr $240 ETF SA","","14-May-20","31-Dec-20",,"0","false"
"42222","RPRPX0024","Add 1 premium free X 24m w/new S/A","","14-May-20","31-Dec-25",,"0","false"
"42286","BR0BH324NU","$109.99 CONTV, CHSIULT and CHLAUTO for 12 mo. ","","28-May-20","29-Sep-20",,"0","false"
"42287","BR0BH324NU","$119.99 CONTV, STB, CHSIULT and CHLAUTO for 12 mo.","","28-May-20","29-Sep-20",,"0","false"
"42288","BR0BH324SU","$99.99 CONTV, CHSIULT and CHLAUTO for 12 mo. w/2yr SA","","28-May-20","29-Sep-20",,"0","false"
"42289","BR0BH324SU","$109.99 CONTV, STB, CHSIULT and CHLAUTO for 12 mo. w/2yr SA","","28-May-20","29-Sep-20",,"0","false"
"42291","BR0GH324NU","$139.99 Ultimate TV, CHSIULT and CHL Auto for 12 mo.","","28-May-20","29-Sep-20",,"0","false"
"42293","BR0GH324NU","$149.99 Ultimate TV/STB/CHSIULT/CHL Auto for 12mo.","","28-May-20","29-Sep-20",,"0","false"
"42290","BR0GH324SU","$129.99 Ultimate TV, CHSIULT and CHL Auto for 12 mo w/2yr SA","","28-May-20","29-Sep-20",,"0","false"
"42292","BR0GH324SU","$139.99 Ultimate TV/STB/CHSIULT/CHL Auto for 12mo w/2yr SA","","28-May-20","29-Sep-20",,"0","false"
"42295","BR0SH324NU","$119.99 CONTV/4Pay/CHSIULT/CHL AUTO for 12 mo.","","28-May-20","29-Sep-20",,"0","false"
"42298","BR0SH324NU","$129.99 CONTV/4Pay/STB/CHSIULT/CHL AUTO for 12mo.","","28-May-20","29-Sep-20",,"0","false"
"42294","BR0SH324SU","$109.99 CONTV/4Pay/CHSIULT/CHL AUTO 12mo w/2yr SA","","28-May-20","29-Sep-20",,"0","false"
"42296","BR0SH324SU","$119.99 CONTV/4Pay/STB/CHSIULT/CHL AUTO 12mo w/2yr SA","","28-May-20","29-Sep-20",,"0","false"
"42300","SR0GH324NU","$149.99 Ultimate TV/STB/CHSIULT/CHL Auto for 12mo.","","28-May-20","29-Sep-20",,"0","false"
"42301","SR0GH324NU","$139.99 Ultimate TV, CHSIULT and CHL Auto for 12 mo.","","28-May-20","29-Sep-20",,"0","false"
"42297","SR0GH324SU","$139.99 Ultimate TV/STB/CHSIULT/CHL Auto for 12mo w/2yr SA","","28-May-20","29-Sep-20",,"0","false"
"42299","SR0GH324SU","$129.99 Ultimate TV, CHSIULT and CHL Auto for 12 mo w/2yr SA","","28-May-20","29-Sep-20",,"0","false"
"42284","AC201PANOI","Free Pano Pro Connect to current CHL customers","","01-Jun-20","31-Dec-21",,"0","false"
"42283","CHL201ESP","Free ESP for 36 mo. with CHL + CCC","","30-Dec-20","31-Dec-20","NO","0","false"
"42369","ER201SUIBP","Back Pocket Offer - Straight Up Internet Free 1st mo.","","30-Dec-20","31-Dec-20",,"0","false"
"41817","REXD5524C1","2P VD $55 Off CONTV + CHSI Pref150 for 24 mos 2YrSA				","","30-Dec-20","31-Dec-20","YES","0","false"
"41821","RXDF2024CF","1P D $20 Off CHSI Pref150, Ult or Gig for 24 mos		","","30-Dec-20","31-Dec-20","YES","0","false"
"41820","RXDF2524CF","1P D $25 Off CHSI Pref150 or Ult for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41822","RXDF3024CF","1P D $30 Off CHSI Pref150 or Ult for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41819","RXDF3524C","1P D $35 Off CHSI Pref150, Ult, or Gig for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41825","RXDF4024C1","1P D $40 Off CHSI Pref150, Ult, or Gig for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"42386","RXDF4024C1","1P D $40 Off CHSI Pref150, Ult, or Gig for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41826","RXDF4524C","1P D $45 Off CHSI Pref100, Ult, or Gig for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41827","RXDF5024C","1P D $50 Off CHSI Pref150, Ult, or Gig for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41823","RXDG3524C","1P D $35 Off CHSI Gigablast for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41828","RXDG4024C","1P D $40 Off CHSI Gigablast for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41829","RXDG4524C","1P D $45 Off CHSI Gigablast for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41831","RXDG5024C","1P D $50 Off CHSI Gigablast for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41834","RXDG5524C","1P D $55 Off CHSI Gigablast for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41824","RXDU3524C","1P D $35 Off CHSI Ulti or Gig for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41848","RXDU4024C","1P D $40 Off CHSI Ult or Gig for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"42387","RXDU4024C1","1P D $40 Off CHSI Ultimate for 24 moss","","30-Dec-20","31-Dec-20","YES","0","false"
"42022","RXDU4524C","1P D $45 Off CHSI Ultimate for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"42388","RXDU4524C1","1P D $45 Off CHSI  Ult, or Gig for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"41850","RXDU5024C","1P D $50 Off CHSI Ulti or Gig for 24 mos","","30-Dec-20","31-Dec-20","YES","0","false"
"8385","RADVX0001","Free DVR service with DVR downgrade","","21-Apr-14","30-Jun-20","YES","1","false"
"8464","REFCA0512","ADD a receiver (1 or 2) for $5 each per month for 12 months","","15-May-14","30-Jun-20","YES","1","false"
"8570","RXDDX0001","Free eMTA rental for 1 month","","15-May-14","30-Jun-20","YES","1","false"
"8398","RCEBX0512","$5 Bundle Benefit, Bronze or above, for 12 Mths","","01-Aug-14","30-Jun-20","YES","1","false"
"8399","RCEBX1012","$10 Bundle Benefit, Bronze or above for 12 Mths","","01-Aug-14","30-Jun-20","YES","1","false"
"8802","CHL162PMI","CHL 50% Off PMI","","28-Jun-16","29-Jun-20","YES","1","false"
"8014","REFVX00001","Free Contour Professional Installation (Excludes Contour 2)","","18-Jul-16","30-Jun-20","YES","1","false"
"7962","10REMOTE","$10 Video Remote","","15-Oct-16","31-Dec-20","YES","1","false"
"7961","BADREMOTE","$ Video Remote when replacing a defective remote","","15-Oct-16","31-Dec-20","YES","1","false"
"8178","AC163MCDI","Military Base Free Pro/Self Install for 2P Video + Data","","17-Nov-16","29-Jun-20","YES","1","false"
"8213","RECXD50121","$50 Off AdvTV and Pref Data for 12 Mths w/2Yr Agreement","","06-Jan-17","30-Jun-20","YES","1","false"
"40017","RECXD50121","$50 Off AdvTV and Pref Data for 12 Mths w/2Yr Agreement","","06-Jan-17","30-Jun-20","YES","1","false"
"8334","AC171CKS12","Sports & Info Pak + Sports Pak 2 for $10/mo for 12 mo.","","14-Mar-17","29-Jun-20","YES","1","false"
"8351","CHL171EQ","CHL - 30% Off Safety Equip - High Equip Purchase Prop Offer","","14-Mar-17","29-Jun-20","YES","1","false"
"9050","CHL171HIC","CHL CC Offer - $50 off Install with Preferred","","10-May-17","29-Jun-20","YES","1","false"
"9052","CHL171PEQ","Preferred Equipment Discount with 2 yr Service Agreement","","10-May-17","29-Jun-20","YES","1","false"
"9053","CHL171SDL","CHL Discounted Smart Door Lock with new CHL Service","","10-May-17","29-Jun-20","YES","1","false"
"9064","AC172PANOI","50% Off Pro Install for New Pano WiFi Modem","","28-Jun-17","29-Jun-20","YES","1","false"
"9022","RXCTM0912","$9.99 Retain Premier CDT for 12 Mths","","28-Jun-17","30-Jun-20","YES","1","false"
"9110","RXCXD5512","$55-off 2P Adv TV+ Pref CHSI min for 12 Mths w/2yr Agreement","","28-Jun-17","30-Jun-20","YES","1","false"
"9196","RXCDQ0001","Free D3.1 Modem Purchase","","08-Aug-17","30-Jun-20","YES","1","false"
"9209","RXCXD5512","$55 Off ADVTV + Pref CHSI min for 12 mos w/2Yr S/A","","14-Aug-17","30-Jun-20","YES","1","false"
"9253","RXCDQ00011","Free Self-Install for D3 Modem Swap","","16-Aug-17","30-Jun-20","YES","1","false"
"9368","CHL173AUTO","Homelife Automation Free Base Kit","","16-Oct-17","29-Jun-20","YES","1","false"
"9653","AD173CL12U","$5 Latino Pak for 12 mo.","","12-Dec-17","29-Jun-20","YES","1","false"
"9572","BB174HW100","HVWB Booster- Free R2 DVR 12 mo. + Free Pro install w/2yr SA","","12-Dec-17","29-Jun-20","YES","1","false"
"9571","BB174HW50","HV/WB Booster Offer - Free Self-Install with 1P Video/Data","","12-Dec-17","30-Mar-20","YES","1","false"
"9573","BB74HW3100","Free R2 DVR for 24 mo. + 24 mo. stability w/3P/4P & 2yr SA","","12-Dec-17","29-Jun-20","YES","1","false"
"9574","BB74HW3100","Free R2 DVR/STB 24 mo. + 24 mo. stability w/3P/4P & 2yr SA","","12-Dec-17","29-Jun-20","YES","1","false"
"9559","CHL174AI34","Free Automation Install with 3P/4P Bundles","","12-Dec-17","29-Jun-20","YES","1","false"
"9446","CL174C1SIU","Free Self-install to upgrade to C1 receivers","","12-Dec-17","30-Mar-20","YES","1","false"
"9447","CL174C2SIU","Free Self-install to upgrade to C2 receivers","","12-Dec-17","30-Mar-20","YES","1","false"
"9555","DS174BS24","DSR Booster - 24 mo. stability & Free Install w/2yr SA","","12-Dec-17","29-Jun-20","YES","1","false"
"9556","SP1742PVDI","Free Self or $50 Pro Install w/2P CONTV + Data","","12-Dec-17","30-Mar-20","YES","1","false"
"9588","RXCCE2012","$20 Off Essential TV or above for 12 mos","","19-Dec-17","31-Dec-20","YES","1","false"
"9582","RXCXX4512","$45 Off Pref 100 Data + ADVTV or Ess CDT min + CHL for 12 mo","","19-Dec-17","31-Dec-20","YES","1","false"
"9655","TR1741PSI","Transfer Offer - Free Self Install for 1P Data","","19-Dec-17","30-Mar-20","YES","1","false"
"9657","TR1743PSI","Transfer Offer - Free Self/$25 Pro for 3P V + D + P","","19-Dec-17","30-Mar-20","YES","1","false"
"9676","SP174CR24","Free Receiver for 24 mo. w/2P B/S/G Bundles","","16-Jan-18","29-Jun-20","YES","1","false"
"9678","BU174PI","Free Pro install for Video/Data/Phone","","19-Jan-18","29-Jun-20","YES","1","false"
"9689","RXCXX00SWP","Free CHL Pro Install - Automation or Preferred","","26-Jan-18","31-Dec-20","YES","1","false"
"9713","AC174T12AU","$5 Premier Phone Up-tier from Starter for 12 mo.","","30-Jan-18","29-Jun-20","YES","1","false"
"9709","AC74CKM12U","$5 Movie Pak for 12 mo.","","30-Jan-18","29-Jun-20","YES","1","false"
"9714","AC74T12BU","$5 Premier Phone Up-tier from Essential for12 mo.","","30-Jan-18","29-Jun-20","YES","1","false"
"9679","AD174CK24U","$5 Latino Pak for 24 mo.","","30-Jan-18","29-Jun-20","YES","1","false"
"9708","SP174CR24U","Booster - Free receiver for 24 months","","30-Jan-18","30-Mar-20","YES","1","false"
"9686","RXCXX4512H","$45 Off 3P CHL + ADV TV + Ess CDT min for 12 mos","","01-Feb-18","31-Dec-20","YES","1","false"
"9744","SP181FSPI","Free Pro or Self Install for any 3P/4P","","06-Feb-18","30-Mar-20","YES","1","false"
"9746","CHL181TR","25% off additional equipment when transferring CHL","","08-Feb-18","29-Jun-20","YES","1","false"
"9693","RXCXX00SWP","Free CHL Pro Install - Automation or Preferred","","16-Mar-18","31-Dec-20","YES","1","false"
"9811","CHL173AUTO","Homelife Automation Free Base Kit","","27-Mar-18","29-Jun-20","YES","1","false"
"9790","CHL174AI34","Free Automation Install with 3P/4P Bundles","","27-Mar-18","29-Jun-20","YES","1","false"
"9904","AC181TM12U","$15 Premier Phone for 12 mo.","","06-Apr-18","29-Jun-20","YES","1","false"
"9905","AC181TM24U","$15 Premier Phone for 24 mo.","","06-Apr-18","29-Jun-20","YES","1","false"
"9910","TR18134PPI","Free Pro Install for 3P/4P Transfers","","10-Apr-18","30-Mar-20","YES","1","false"
"9915","PAYGOIN","Free Pro or Self Install for Pre_paid Internet","","16-Apr-18","29-Jun-20","YES","1","false"
"9943","TR181DU12","$89.99 Ultimate Data for 12 mo.","","17-Apr-18","29-Apr-20","YES","1","false"
"9942","TR181DU12","$92.99 Ultimate Data for 12 mo.","","17-Apr-18","29-Apr-20","YES","1","false"
"9927","TR181XI","Free Self or $25 Pro for 3P Transfers","","17-Apr-18","29-Jun-20","YES","1","false"
"9956","CHL181FWM","Free wiring & Mounting for HD Camera Value Pack purchcase","","20-Apr-18","29-Jun-20","YES","1","false"
"9934","RECBB55123","$55 Off Bronze Bundle (Video/Data/CDT) for 12 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"40023","RECBB55123","$55 Off Bronze Bundle (Video/Data/CDT) for 12 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"40019","RXCBB5012","$50 Off Bronze Bundle (Video/Data/CDT) for 12 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"9932","RXCBB5012","$50 Off Bronze Bundle (Video/Data/CDT) for 12 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"40022","RXCBB5024","$50 Off Bronze Bundle (Video/Data/CDT) for 24 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"9995","RXCBB5024","$50 Off Bronze Bundle (Video/Data/CDT) for 24 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"9871","RXCCA25121","$25 Off Advanced (Contour) TV minimum for 12 mos","","03-May-18","30-Jun-20","YES","1","false"
"9944","RXCHE5012","$50 Off CHL, Prf50 Data + ( ADVTV or Ess CDT) 12mo w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
"9969","RXCHE5024","$50 Off CHL, Pf50 Data + (ADVTV or Ess CDT) 24 mos w/2Yr S/A","","03-May-18","30-Jun-20","YES","1","false"
