"DISCOUNT_ID","DISCOUNT_CODE","DESCRIPTION","TAG","DISCOUNT_START_DATE","DISCOUNT_END_DATE","needsOffers?","CNT"
"41251","RKMKX0812S","$8.50 Sports & Information Pak for 12 mos","","12-Jul-19","31-Dec-20","YES","1","false"
"41250","RKMKX0812V","$8.50 Variety Pak for 12 mos","","12-Jul-19","31-Dec-20","YES","1","false"
"41460","SP173DSI","Free Self-Install with 1P Essential Data or higher","","12-Jul-19","31-Mar-20","YES","1","false"
"41459","SP173DSI","Free Self-Install with 1P Essential Data or higher","","12-Jul-19","31-Mar-20","YES","1","false"
"41458","SP173DSI","Free Self-Install with 1P Essential Data or higher","","16-Jul-19","31-Mar-20","YES","1","false"
"41393","SP173DSI","Free Self-Install with 1P Essential Data or higher","","24-Jul-19","31-Mar-20","YES","1","false"
"41322","QC192DG24","$79.99 1 GIG data + Modem for 12 mo. 1yr SA","","15-Aug-19","30-Jun-20","YES","1","false"
"41323","QC192DG24N","$89.99 1 GIG data + Modem for 12 mo. ","","15-Aug-19","30-Jun-20","YES","1","false"
"41309","QC192PX24","$139.99 Ultimate TV/STB/GIG/Pano/Prem CDT 12 mo. w/2yr SA","","15-Aug-19","30-Jun-20","YES","1","false"
"41310","QC192PX24","$129.99 Ultimate TV/GIG/Pano/Prem CDT 12 mo. w/2yr SA				","","15-Aug-19","30-Jun-20","YES","1","false"
"41312","QC192PX24N","$149.99 Ultimate TV/STB/GIG/Pano/Prem CDT for 12 mo.","","15-Aug-19","30-Jun-20","YES","1","false"
"41311","QC192PX24N","$139.99 Ultimate TV/GIG/Pano/Prem CDT 12 mo.","","15-Aug-19","30-Jun-20","YES","1","false"
"41317","QC192VP24","$129.99 Ultimate TV/R2 DVR/Pano/GIG data for 12 mo. w/2yr SA","","15-Aug-19","30-Jun-20","YES","1","false"
"41318","QC192VP24","$139.99 Ultimate TV/R2 DVR/Pano/GIG data for 12 mo. w/2yr SA","","15-Aug-19","30-Jun-20","YES","1","false"
"41319","QC192VP24N","$139.99 Ultimate TV/R2 DVR/Pano/GIG data for 12 mo. ","","15-Aug-19","30-Jun-20","YES","1","false"
"41320","QC192VP24N","$149.99 Ultimate TV/R2 DVR/Pano/GIG data for 12 mo. ","","15-Aug-19","30-Jun-20","YES","1","false"
"41534","RE91BUL24U","BACK POCKET OFFER - Free Unlim Data 24 mos 2P or more w/Data","","15-Aug-19","31-Dec-20","YES","1","false"
"41535","RE91DUL24U","BACK POCKET OFFER - Free Unlimited Data for 24 mo.","","15-Aug-19","31-Dec-20","YES","1","false"
"41442","RKCBB75121","3P VDP $75 Off CTV + CHSI Pf150 + CDTPMR min 12 mos w/1Yr SA","","16-Aug-19","31-Dec-20","YES","1","false"
"41443","RKCBB80121","3P VDP $80 Off CTV + CHSI Pf150 + CDTPMR min 12 mos w/1Yr SA","","16-Aug-19","31-Dec-20","YES","1","false"
"41444","RKCBB85121","3P VDP $85 Off CTV + CHSI Pf150 + CDTPMR min 12 mos w/1Yr SA","","16-Aug-19","31-Dec-20","YES","1","false"
"41445","RKCBB90121","3P VDP $90 Off CTV + CHSI Pf150 + CDTPMR min 12 mos w/1Yr SA","","16-Aug-19","31-Dec-20","YES","1","false"
"41446","RKCBB95121","3P VDP $95 Off CTV + CHSI Pf150 + CDTPMR min 12 mos w/1Yr SA","","16-Aug-19","31-Dec-20","YES","1","false"
"41404","RKCEX22121","2P VP $22.50 Off CONTV + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41405","RKCEX25121","2P VP $25 Off CONTV + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41406","RKCEX27121","2P VP $27.50 Off CONTV + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41407","RKCEX30121","2P VP $30 Off CONTV + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41408","RKCEX32121","2P VP $32.50 Off CONTV + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41409","RKCEX35121","2P VP $35 Off CONTV + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41415","RKCEX37121","2P VP $37.50 Off CONTV + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41416","RKCEX40121","2P VP $40 Off CONTV + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41417","RKCEX45121","2P VP $45 Off CONTV + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41419","RKCEX50121"," 2P VP $50 Off CONTV + CDTPMR min for 12 mos w/1Yr SA","","16-Aug-19","31-Dec-20","YES","1","false"
"41422","RKCEX55121","2P VP $55 Off CONTV + CDTPMR min for 12 mos w/1Yr SA","","16-Aug-19","31-Dec-20","YES","1","false"
"41427","RKCFX2212","2P DP $22.50 Off CHSI Ess 30 + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41434","RKCFX2512","2P DP $25 Off CHSI Ess 30 + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41436","RKCFX2712","2P DP $27.50 Off CHSI Ess 30 + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41437","RKCFX3012"," 2P DP $30 Off CHSI Ess 30 + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41435","RKCXB37121","2P VD $37.50 Off CONTV + CHSI P150 min 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41438","RKCXB40121","2P VD $40 Off CONTV + CHSI P150 min 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41439","RKCXB45121","2P VD $45 Off CONTV + CHSI P150 min 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41440","RKCXB50121","2P VD $50 Off CONTV + CHSI P150 min 12 mos w/1Yr SA","","16-Aug-19","31-Dec-20","YES","1","false"
"41441","RKCXB55121","2P VD $55 Off CONTV + CHSI P150 min 12 mos w/1Yr SA","","16-Aug-19","31-Dec-20","YES","1","false"
"41447","RKCXB60121","2P VD $60 Off CONTV + CHSI Pref 150 min 12 mos w/1Yr SA ","","16-Aug-19","31-Dec-20","YES","1","false"
"41449","RKCXB70121","2P VD $70 Off CONTV + CHSI Pref 150 min 12 mos w/1Yr SA","","16-Aug-19","31-Dec-20","YES","1","false"
"41395","RKCXX20121","2P VD $20 Off TV Starter + CHSI Ess 30 min 12 mos ","","16-Aug-19","31-Dec-20","YES","1","false"
"41396","RKCXX22121","2P VD $22.50 Off TV Starter + CHSI Ess 30 min 12 mos ","","16-Aug-19","31-Dec-20","YES","1","false"
"41398","RKCXX25121","2P VD $25 Off TV Starter + CHSI Ess 30 min 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41400","RKCXX27121","2P VD $27.50 Off CFlex/CTV + CHSI Ess 30 min 12 mos ","","16-Aug-19","31-Dec-20","YES","1","false"
"41401","RKCXX30121","2P VD $30 Off CFlex/CONTV + CHSI Ess30  min 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41402","RKCXX32121","2P VD $32.50 Off CONTV + CHSI Ess 30 min 12 mos ","","16-Aug-19","31-Dec-20","YES","1","false"
"41403","RKCXX35121","2P VD $35 Off CONTV + CHSI Ess 30 min 12 mos ","","16-Aug-19","31-Dec-20","YES","1","false"
"41448","RKCXX65121","2P VD $65 Off CONTV + CHSI Pref 150 min 12 mos w/1Yr SA ","","16-Aug-19","31-Dec-20","YES","1","false"
"41397","RKMEX0512","2P VP $5 Off TV Str min + CDTPMR 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41399","RKMEX0712","2P VP $7.50 Off TV Str min + CDTPMR 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41410","RKMEX1012","2P VP $10 Off TV Str min + CDTPMR 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41411","RKMEX1212","2P VP $12.50 Off TV Str min + CDTPMR 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41412","RKMEX1512","2P VP $15 Off TV Str min + CDTPMR 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41413","RKMEX17121","2P VP $17.50 Off TV Str min + CDTPMR 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41414","RKMEX20121","2P VP $20 Off TV Str min + CDTPMR 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41418","RKMFX0512","2P DP $5 Off CHSI Str min + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41420","RKMFX0712","2P DP $7.50 Off CHSI Str min + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41421","RKMFX1012","2P DP $10 Off CHSI Str min + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41423","RKMFX1212","2P DP $12.50 Off CHSI Ess30 min + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41424","RKMFX1512","2P DP $15 Off CHSI Ess30 min + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41425","RKMFX1712","2P DP $17.50 Off CHSI Ess30 min + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41426","RKMFX2012","2P DP $20 Off CHSI Ess30 min + CDTPMR min for 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41428","RKMXX05121","2P VD $5 Off TV Starter + CHSI Ess 30 min 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41429","RKMXX07121","2P VD $7.50 Off TV Starter + CHSI Ess 30 min 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41430","RKMXX10121","2P VD $10 Off TV Starter + CHSI Ess 30 min 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41431","RKMXX12121","2P VD $12.50 Off TV Starter + CHSI Ess 30 min 12 mos","","16-Aug-19","31-Dec-20","YES","1","false"
"41432","RKMXX15121","2P VD $15 Off TV Starter + CHSI Ess 30 min 12 mos ","","16-Aug-19","31-Dec-20","YES","1","false"
"41433","RKMXX17121","2P VD $17.50 Off TV Starter + CHSI Ess 30 min 12 mos ","","16-Aug-19","31-Dec-20","YES","1","false"
"41350","AC192CA12U","$49.99 Contour TV + Receiver for 12 mo","","20-Aug-19","29-Jun-20","YES","1","false"
"41353","AC192CA24U","$49.99 Contour TV + Receiver for 24 mo","","20-Aug-19","29-Jun-20","YES","1","false"
"41529","CR191DG24","$89.99 Gigablast Internet for 24 mo.","","03-Sep-19","29-Jun-20","YES","1","false"
"41450","CR191DG24","$89.99 Gigablast Internet for 24 mo.","","03-Sep-19","29-Jun-20","YES","1","false"
"41452","CR191S224B","Free 2T DVR/WiFi Modem  for 24 mo. + 24 mo. stability","","03-Sep-19","29-Jun-20","YES","1","false"
"41453","CR191SP24B","Free 2T DVR/WiFi Modem  for 24 mo. + 24 mo. stability","","03-Sep-19","29-Jun-20","YES","1","false"
"41579","REHB5524C","3P VDP or VDH $55 Off CTV + P150 + (CDTPMR or CHL) 24m 2YrSA","","03-Sep-19","31-Dec-20","YES","1","false"
"41582","REHB6024C","3P VDP or VDH $60 Off CTV + P150 + (CDTPMR or CHL) 24m 2YrSA","","03-Sep-19","31-Dec-20","YES","1","false"
"41586","REHB6524C","3P VDP or VDH $65 Off CTV + P150 + (CDTPMR or CHL) 24m 2YrSA","","03-Sep-19","31-Dec-20","YES","1","false"
"41122","RXCCQ0024C","[Competitive Response] Free C2 Receiver rental for 24 mos","","06-Sep-19","31-Dec-20","YES","1","false"
"41595","CHL1922GTS","Free Touchscreen Lease for 24 mo.","","11-Sep-19","30-Dec-20","YES","1","false"
"41377","RK92C7112U","$71.99 Contour TV for 12 mo.","","11-Sep-19","31-Dec-20","YES","1","false"
"41378","RK92C8112U","$81.99 Contour TV for 12 mo.","","11-Sep-19","31-Dec-20","YES","1","false"
"41349","RKCXB3724","$37.50 Off 2P VD (CTV + CHSI Pref 150) for 24 mos w/2Yr SA","","11-Sep-19","31-Dec-20","YES","1","false"
"41351","RKCXB4024","$40 Off 2P VD (CTV + CHSI Pref 150) for 24 mos w/2Yr SA","","11-Sep-19","31-Dec-20","YES","1","false"
"41352","RKCXB4524","$45 Off 2P VD (CTV + CHSI Pref 150) for 24 mos w/2Yr SA","","11-Sep-19","31-Dec-20","YES","1","false"
"41354","RKCXB5024","$50 Off 2P VD (CTV + CHSI Pref 150) for 24 mos w/2Yr SA","","11-Sep-19","31-Dec-20","YES","1","false"
"41355","RKCXB5524","$55 Off 2P VD (CTV + CHSI Pref 150) for 24 mos w/2Yr SA","","11-Sep-19","31-Dec-20","YES","1","false"
"41346","RKCXX3024","$30 Off 2P VD (CTV + CHSI Ess30 / P150) for 24 mos w/2Yr SA","","11-Sep-19","31-Dec-20","YES","1","false"
"41348","RKCXX3224","$32.50 Off 2P VP (CTV + CHSI Pref 150) for 24 mos w/2Yr SA","","11-Sep-19","31-Dec-20","YES","1","false"
"41347","RKCXX3524","$35 Off 2P VD (CTV + CHSI Pref 150) for 24 mos w/2Yr SA","","11-Sep-19","31-Dec-20","YES","1","false"
"41290","RKFSX0524","Add Cox Complete Care for $5 for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41268","RKMK00242","Free Sports Pak 2 for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41264","RKMK0024L","Free Latino Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41265","RKMK0024M","Free Movie Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41266","RKMK0024S","Free Sports & Information Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41267","RKMK0024V","Free Variety Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41272","RKMK05242","$5 Sports Pak 2 for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41273","RKMK0524L","$5 Latino Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41269","RKMK0524M","$5 Movie Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41270","RKMK0524S","$5 Sports & Information Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41271","RKMK0524V","$5 Variety Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41262","RKMKX08242","$8.50 Sports Pak 2 for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41263","RKMKX0824L","$8.50 Latino Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41259","RKMKX0824M","$8.50 Movie Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41261","RKMKX0824S","$8.50 Sports & Information Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41260","RKMKX0824V","$8.50 Variety Pak for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41274","RKMPH0024","HBO free for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41286","RKMPH0524","$5 HBO for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41278","RKMPH0824","$8.50 HBO for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41282","RKMPH1024","$10 HBO for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41275","RKMPI0024","Cinemax free for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41287","RKMPI0524","$5 Cinemax for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41279","RKMPI0824","$8.50 Cinemax for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41283","RKMPI1024","$10 Cinemax for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41276","RKMPT0024","Showtime free for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41288","RKMPT0524","$5 Showtime for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41280","RKMPT0824","$8.50 Showtime for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41284","RKMPT1024","$10 Showtime for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41277","RKMPZ0024","Starz free for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41289","RKMPZ0524","$5 Starz for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41281","RKMPZ0824","$8.50 Starz for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41285","RKMPZ1024","$10 Starz for 24 mos","","11-Sep-19","31-Dec-20","YES","1","false"
"41531","CHL92DRLK","Door Locks $180 each","","16-Sep-19","29-Jun-20","YES","1","false"
"41469","AC192DQ12U","$3 Off Pano Rental for 12 mo. + Free Self-Install","","18-Sep-19","29-Jun-20","YES","1","false"
"41478","RXCPH0024Y","HBO included w/ContourFlex for 24 mos if newly added","","18-Sep-19","31-Dec-20","YES","1","false"
"41480","RXCPI0024Y","Cinemax included w/ContourFlex for 24 mos if newly added","","18-Sep-19","31-Dec-20","YES","1","false"
"41481","RXCPT0024Y","Showtime included w/ContourFlex for 24 mos if newly added","","18-Sep-19","31-Dec-20","YES","1","false"
"41482","RXCPZ0024Y","Starz included w/ContourFlex for 24 mos if newly added","","18-Sep-19","31-Dec-20","YES","1","false"
"41479","RXMAX1712","2P VD $17.50 Off TV Str + CHSI Ess min 12 mos","","18-Sep-19","31-Dec-20","YES","1","false"
"41483","RXMAX2012","2P VD $20 Off TV Str + CHSI Ess min 12 mos","","18-Sep-19","31-Dec-20","YES","1","false"
"41492","RXMFX1712","2P DP $17.50 Off CHSI Ess + CDT Ess min 12 mos","","18-Sep-19","31-Dec-20","YES","1","false"
"41494","RXMFX2012","2P DP $20 Off CHSI Ess + CDT Ess min 12 mos","","18-Sep-19","31-Dec-20","YES","1","false"
"41505","RXMHT1712","3P DPH $17.50 Off CHSI Ess + CDT Ess + CHL min 12m","","18-Sep-19","31-Dec-20","YES","1","false"
"41506","RXMHT2012","3P DPH $20 Off CHSI Ess + CDT Ess + CHL min 12m","","18-Sep-19","31-Dec-20","YES","1","false"
"41510","RXMHV1712","3P VDH $17.50 Off TV Str + CHSI Ess + CHL min 12m","","18-Sep-19","31-Dec-20","YES","1","false"
"41511","RXMHV2012","3P VDH $20 Off TV Str + CHSI Ess + CHL min 12m","","18-Sep-19","31-Dec-20","YES","1","false"
"41526","RXMHX17122","3P VPH $17.50 Off TV Str + CDT Ess + CHL min 12 mos				","","18-Sep-19","31-Dec-20","YES","1","false"
"41528","RXMHX20122","3P VPH $20 Off TV Str + CDT Ess + CHL min 12 mos","","18-Sep-19","31-Dec-20","YES","1","false"
"41584","CHL92LBULB","$9.99 Homelife LED Bulbs","","01-Oct-19","29-Jun-20","YES","1","false"
"41621","SP1921PFPI","Free Self or Pro Install for any 1P going to 3P/4P","","08-Oct-19","30-Mar-20","YES","1","false"
"41620","SP1921PFSI","Free Self-Install for any 1P going to 2P","","08-Oct-19","30-Mar-20","YES","1","false"
"41631","SP1922PFPI","Free Self or Pro Install for any 2P going to 4P","","08-Oct-19","30-Mar-20","YES","1","false"
"41635","SP922P50PI","Free Self or $50 Pro for any 2P going to 4P","","08-Oct-19","30-Mar-20","YES","1","false"
"41639","RKCDF3012","$30 Off CHSI Preferred 150 or above for 12 mos","","15-Oct-19","31-Dec-20","YES","1","false"
"41633","RXCDPANOIC","[COMPETITIVE RESPONSE] Free self/pro install for pano modem","","15-Oct-19","31-Dec-20","YES","1","false"
"41634","RXDDQ0024C","[COMPETITIVE RESPONSE] Free Pano Wifi rental for 24 mos","","15-Oct-19","31-Dec-20","YES","1","false"
"41718","BN194LX24U","$124.99 Contour TV, STB, Pref 100 Data + Prem CDT for 24 mo.","","18-Oct-19","29-Jun-20","YES","1","false"
"41677","RCCPW3FREE","Free Pano WiFi rental for 12 mos w/C2 Wireless Up-tier","","22-Oct-19","30-Sep-20","YES","1","false"
"41622","CSP92DQ12U","$5 Pano Modem for 12 mo.","","24-Oct-19","29-Jun-20","YES","1","false"
"41770","CR191DUL24","Back Pocket Offer - Free Unlimited Data Add-On for 24 mo.","","01-Nov-19","29-Jun-20","YES","1","false"
"41747","SNLD999","Seasonal 1P CHSI $9.99 up to 9 mos","","01-Nov-19","31-Dec-20","YES","1","false"
"41753","SNLDP15","Seasonal  2P CSHI + CDT $15.99 up to 9 mos","","01-Nov-19","31-Dec-20","YES","1","false"
"41755","SNLDPFR9","Seasonal 2P CHSI + CDT Last Resort $9.99 up to 9 mos","","01-Nov-19","31-Dec-20","YES","1","false"
"41744","SNLV999","Seasonal 1P Video $9.99 up to 9 mos","","01-Nov-19","31-Dec-20","YES","1","false"
"41756","SNLVDP19","Seasonal 3P Video + CHSI + CDT $19.99 up to 9 mos","","01-Nov-19","31-Dec-20","YES","1","false"
"41876","CHL194EQ","CHL Retail Device Trial","","27-Nov-19","29-Jun-20","YES","1","false"
"41851","CSP194FPSI","Free Pro or Self Install for Contour Stream Player","","01-Dec-19","29-Jun-20","YES","1","false"
"41772","AC194CE12U","Uptier to CONTV from Economy for Addtl. $29.99 for 12 mos","","05-Dec-19","29-Jun-20","YES","1","false"
"41773","AC194CF12U","Uptier to CONTV from Cflex Econ for addl. $29.99 for 12 mo.","","05-Dec-19","29-Jun-20","YES","1","false"
"41774","AC194CX12U","$29.99 CONTV 1 + HBO + R2 DVR  uptier from Ess TV for 12 mo.","","05-Dec-19","29-Jun-20","YES","1","false"
"41795","RE91BUL24U","BACK POCKET OFFER - Free Unlim Data 24 mos 2P or more w/Data","","05-Dec-19","31-Dec-20","YES","1","false"
"41796","RE91DUL24U","BACK POCKET OFFER - Free Unlimited Data for 24 mo.","","05-Dec-19","31-Dec-20","YES","1","false"
"41815","REXD5524C1","2P VD $55 Off CONTV + CHSI Pref150 for 24 mos 2YrSA				","","05-Dec-19","31-Dec-20","YES","1","false"
"41816","REXD6024C1","2P VD $60 Off CONTV + CHSI Ult or Gig for 24 mos 2YrSA","","05-Dec-19","31-Dec-20","YES","1","false"
"41792","RXDF2024CF","1P D $20 Off CHSI Pref150, Ult or Gig for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41793","RXDF2524CF","1P D $25 Off CHSI Pref150 or Ult for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41794","RXDF3024CF","1P D $30 Off CHSI Pref150 or Ult for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41799","RXDF3524C","1P D $35 Off CHSI Pref150, Ult, or Gig for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41808","RXDF4024C1","1P D $40 Off CHSI Pref150, Ult, or Gig for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41797","RXDG3524C","1P D $35 Off CHSI Gigablast for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41811","RXDG5024C","1P D $50 Off CHSI Gigablast for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41814","RXDG5524C","1P D $55 Off CHSI Gigablast for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41798","RXDU3524C","1P D $35 Off CHSI Ulti or Gig for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41801","RXDU4024C","1P D $40 Off CHSI Ult or Gig for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41982","RXDU4024C1","1P D $40 Off CHSI Ult for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41849","RXDU4524C","1P D $45 Off CHSI Ultimate for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41986","RXDU4524C1","1P D $45 Off CHSI  Ult, or Gig for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41812","RXDU5024C","1P D $50 Off CHSI Ulti or Gig for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41983","RXDU5024C1","1P D $50 Off CHSI  Ult for 24 mos","","05-Dec-19","31-Dec-20","YES","1","false"
"41130","RXCHX5524B","$55 Off 3P CHL + ADV TV + Ess CDT min for 24 mos w/2Yr S/A","","30-Dec-19","30-Jun-20","YES","1","false"
"9313","SP173DSI","Free Self-Install with 1P Essential Data or higher","","30-Dec-19","31-Mar-20","YES","1","false"
"41782","AC194CE12U","Uptier to CONTV from Economy for Addtl. $29.99 for 12 mos","","07-Jan-20","29-Jun-20","YES","1","false"
"41783","AC194CF12U","Uptier to CONTV from Cflex Econ for addl. $29.99 for 12 mo.","","07-Jan-20","29-Jun-20","YES","1","false"
"41871","AC194CU12","$75 Contour TV Ultimate + Receiver for 12 mo.","","07-Jan-20","29-Jun-20","YES","1","false"
"41780","AC194CX12U","$29.99 CONTV 1 + HBO + R2 DVR  uptier from Ess TV for 12 mo.","","07-Jan-20","29-Jun-20","YES","1","false"
"41704","BN194PX24","$169.99 CONTULT/STB/R2 DVR/CHSIGIG/CDTPMR 24mo 2yr SA","","07-Jan-20","29-Jun-20","YES","1","false"
"41706","BN194PX24N","$179.99 CONTULT/STB/R2 DVR/CHSIGIG/CDTPMR for 24mo.","","07-Jan-20","29-Jun-20","YES","1","false"
"41699","BN194VP24","$169.99 CONTULT/R2 DVR /STB/ 1 GIG data 24 mo/2yr SA","","07-Jan-20","29-Jun-20","YES","1","false"
"41702","BN194VP24N","$179.99 CONTULT/R2 DVR /STB/ 1 GIG data 24 mo.","","07-Jan-20","29-Jun-20","YES","1","false"
"42165","CR191S224B","Free 2T DVR/WiFi Modem  for 24 mo. + 24 mo. stability","","29-Jan-20","29-Jun-20","YES","1","false"
"42164","CR191SP24B","Free 2T DVR/WiFi Modem  for 24 mo. + 24 mo. stability","","29-Jan-20","29-Jun-20","YES","1","false"
"41818","REXD6024C1","2P VD $60 Off CONTV + CHSI Ult or Gig for 24 mos 2YrSA				","","01-Feb-20","31-Dec-20","YES","1","false"
"42051","AC194CE12U","Uptier to CONTV from Economy for Addtl. $29.99 for 12 mos","","06-Feb-20","29-Jun-20","YES","1","false"
"42053","AC194CF12U","Uptier to CONTV from Cflex Econ for addl. $29.99 for 12 mo.","","06-Feb-20","29-Jun-20","YES","1","false"
"42052","AC194CX12U","$29.99 CONTV 1 + HBO + R2 DVR  uptier from Ess TV for 12 mo.","","06-Feb-20","29-Jun-20","YES","1","false"
"42081","RDC2F3012","$30 Off Pref CHL (Auto/Sec) & Pref150 CHSI for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42082","RDC2F3512","$35 Off Pref CHL (Auto/Sec) & Pref150 CHSI for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42083","RDC2F4012","$40 Off Pref CHL (Auto/Sec) & Pref150 CHSI for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42084","RDC2F4512","$45 Off Pref CHL (Auto/Sec) & Pref150 CHSI for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42151","RDCBB3012","$30 Off Bronze Bundle (Video/Data/CDT) for 12 Mths","","21-Feb-20","31-Dec-20","YES","1","false"
"42087","RDCBB3024","$30 Off Bronze Bundle (Video/Data/CDT) for 24 mos w/2Yr S/A","","21-Feb-20","31-Dec-20","YES","1","false"
"42079","RDCBB3512","$35 Off Bronze Bundle (Video/Data/CDT) for 12 Mths","","21-Feb-20","31-Dec-20","YES","1","false"
"42088","RDCBB3524","$35 Off Bronze Bundle (Video/Data/CDT) for 24 mos w/2Yr S/A","","21-Feb-20","31-Dec-20","YES","1","false"
"42089","RDCBB4012","$40 Off Bronze Bundle (Video/Data/CDT) for 12 mos","","21-Feb-20","31-Dec-20","YES","1","false"
"42090","RDCBB4024","$40 Off Bronze Bundle (Video/Data/CDT) for 24 mos w/2Yr S/A","","21-Feb-20","31-Dec-20","YES","1","false"
